URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://dhis2.org/fhir/CodeSystem/animal-class,0.1.0,draft,,AnimalClassCS,Animal Class Code System,"Code system for classifying types of animals.","ValueSet/animal-class-vs"
https://dhis2.org/fhir/CodeSystem/animal-species-cs,0.1.0,draft,,AnimalSpeciesCS,Animal Species Code System,"Code system representing various animal species.","ValueSet/animal-species-vs"
https://dhis2.org/fhir/CodeSystem/animal-type,0.1.0,draft,,AnimalTypeCS,Animal Type Code System,"Code system for types of animals.","ValueSet/animal-type-vs"
https://dhis2.org/fhir/CodeSystem/clade-cs,0.1.0,draft,,CladeCS,Clade Code System,"Code system for clade.","ValueSet/clade-vs"
https://dhis2.org/fhir/CodeSystem/clinical-signs-cs,0.1.0,draft,,ClinicalSignsCS,Clinical Signs Code System,"code system for clinical signs.","ValueSet/clinical-signs-vs"
https://dhis2.org/fhir/CodeSystem/control-measures-cs,0.1.0,draft,,ControlMeasuresCS,Control Measures Code System,"Code system for control measures.","ValueSet/control-measures-vs"
https://dhis2.org/fhir/CodeSystem/diagnosis-basis-cs,0.1.0,draft,,DiagnosisBasisCS,Diagnosis Basis Code System,"Code system for diagnosis basis.","ValueSet/diagnosis-basis-vs"
https://dhis2.org/fhir/CodeSystem/diagnostic-source-cs,0.1.0,draft,,DiagnosticSourceCS,Diagnostic Source Code System,"Code system for diagnostic source.","ValueSet/diagnostic-source-vs"
https://dhis2.org/fhir/CodeSystem/diagnostic-status-cs,0.1.0,draft,,DiagnosticStatusCS,Diagnostic Status Code System,"Code system for diagnostic status","ValueSet/disease-status-vs"
https://dhis2.org/fhir/CodeSystem/disease-subtype-cs,0.1.0,draft,,DiseaseSubtypeCS,Disease Subtype Code System,"Code system for disease subtypes.","ValueSet/disease-subtype-vs"
https://dhis2.org/fhir/CodeSystem/diseases-cs,0.1.0,draft,,DiseasesCS,Diseases Code System,"Code system for diseases.","ValueSet/diseases-vs,ValueSet/lab-diseases-vs"
https://dhis2.org/fhir/CodeSystem/districts-cs,0.1.0,draft,,DistrictsCS,Districts Code System,"Code system for districts.","ValueSet/districts-vs"
https://dhis2.org/fhir/CodeSystem/laboratory-cs,0.1.0,draft,,LaboratoryCS,Laboratory Code System,"Code system of laboratories.","ValueSet/laboratory-vs"
https://dhis2.org/fhir/CodeSystem/locality-quality-cs,0.1.0,draft,,LocalityQualityCS,Locality Quality Code System,"Code system for the quality of locality data.","ValueSet/locality-quality-vs"
https://dhis2.org/fhir/CodeSystem/locality-source-cs,0.1.0,draft,,LocalitySourceCS,Locality Source Code System,"Code system for sources of locality information.","ValueSet/locality-source-vs"
https://dhis2.org/fhir/CodeSystem/necropsy-lesions-cs,0.1.0,draft,,NecropsyLesionsCS,Necropsy Lesions Code System,"Code system for necropsy lesions.","ValueSet/necropsy-lesions-vs"
https://dhis2.org/fhir/CodeSystem/production-system-one-cs,0.1.0,draft,,ProductionSystemOneCS,Production System One Code System,"Code system for production system one.","ValueSet/production-system-one-vs"
https://dhis2.org/fhir/CodeSystem/production-system-two-cs,0.1.0,draft,,ProductionSystemTwoCS,Production System Two Code System,"Code system for production system two.","ValueSet/production-system-two-vs"
https://dhis2.org/fhir/CodeSystem/regions-cs,0.1.0,draft,,RegionsCS,Regions Code System,"Code system for regions.","ValueSet/regions-vs"
https://dhis2.org/fhir/CodeSystem/sample-type-cs,0.1.0,draft,,SampleTypeCS,Sample Type Code System,"Code system for sample types.","ValueSet/sample-type-vs"
https://dhis2.org/fhir/CodeSystem/surveillance-type-cs,0.1.0,draft,,SurveillanceTypeCS,Surveillance Type Code System,"Code system for surveillance types.","ValueSet/surveillance-type-vs"
https://dhis2.org/fhir/CodeSystem/test-result-cs,0.1.0,draft,,TestResultCS,Test Result Code System,"Code system for test results.","ValueSet/test-result-vs"
https://dhis2.org/fhir/CodeSystem/test-type-cs,0.1.0,draft,,TestTypeCS,Test Type Code System,"Code system for test types.","ValueSet/test-type-vs"
https://dhis2.org/fhir/CodeSystem/treatments-cs,0.1.0,draft,,TreatmentsCS,Treatments Code System,"Code system for possible treatments.","ValueSet/treatments-vs"
https://dhis2.org/fhir/CodeSystem/yes-no-unknown-cs,0.1.0,draft,,YesNoUnknownCS,Yes/No/Unknown Code System,"Code system for yes, no, and unknown responses.","ValueSet/yes-no-unknown"
urn:iso:std:iso:3166,1.0.0,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/v3-Country"
